,sub_num,age,block,planet_num,stay_num,stay?,galaxy,prior_galaxy,num_in_gal,true_planet,rt,zlog_rt,planet_n_norm,switch,age_group,agez
1,1,14.47,3,23,1,1,1,2,3,45,997.4,0.17776798720537243,0.49619383608293005,no_switch,adolescent,-0.5308648924838215
1,1,14.47,3,24,1,1,2,1,0,46,2290.6,1.5691595868610444,0.5934245771258045,switch,adolescent,-0.5308648924838215
1,1,14.47,3,25,1,1,2,1,1,47,514.9,-0.9287272715625028,0.690655318168679,no_switch,adolescent,-0.5308648924838215
1,1,14.47,4,27,1,0,0,1,0,60,902.3,0.010073395198023386,0.8851168002544278,switch,adolescent,-0.5308648924838215
1,1,14.47,4,28,1,0,0,1,1,61,624.9,-0.6047025102873264,0.9823475412973023,no_switch,adolescent,-0.5308648924838215
1,1,14.47,4,29,1,0,0,1,2,62,1091.6,0.3287994637487055,1.0795782823401767,no_switch,adolescent,-0.5308648924838215
1,1,14.47,4,30,1,1,2,0,0,63,896.2,-0.001278841499344388,1.1768090233830513,switch,adolescent,-0.5308648924838215
1,1,14.47,4,31,1,1,2,0,1,64,1069.2,0.29410106891719695,1.2740397644259256,no_switch,adolescent,-0.5308648924838215
1,1,14.47,4,32,1,1,2,0,2,65,1711.4,1.0813256754515732,1.3712705054688001,no_switch,adolescent,-0.5308648924838215
1,1,14.47,4,33,1,1,2,0,3,66,563.9,-0.7765974182424541,1.4685012465116745,no_switch,adolescent,-0.5308648924838215
1,1,14.47,4,34,1,1,2,0,4,67,1534.1,0.8982965962791689,1.565731987554549,no_switch,adolescent,-0.5308648924838215
1,3,15.25,1,0,1,0,0,100,0,0,1873.2,1.497363360310874,-1.6703168277493932,no_switch,adolescent,-0.38226512906240373
1,3,15.25,1,1,1,1,0,100,1,1,771.4,-0.050881746253543414,-1.58595203244693,no_switch,adolescent,-0.38226512906240373
1,3,15.25,1,2,1,1,1,0,0,2,716.5,-0.17972026718006637,-1.5015872371444672,switch,adolescent,-0.38226512906240373
1,3,15.25,1,3,1,1,1,0,1,3,690.0,-0.24548718065167788,-1.417222441842004,no_switch,adolescent,-0.38226512906240373
1,3,15.25,1,4,1,1,1,0,2,4,1508.5,1.1194929747181304,-1.3328576465395412,no_switch,adolescent,-0.38226512906240373
1,3,15.25,1,5,1,1,2,1,0,5,1077.7,0.532639686401709,-1.248492851237078,switch,adolescent,-0.38226512906240373
1,3,15.25,1,6,1,1,2,1,1,6,1393.4,0.9809862986969256,-1.1641280559346152,no_switch,adolescent,-0.38226512906240373
1,3,15.25,1,7,1,1,2,1,2,7,1185.7,0.6993038762316914,-1.079763260632152,no_switch,adolescent,-0.38226512906240373
1,3,15.25,1,8,1,1,0,2,0,8,1999.3,1.6110546405076769,-0.9953984653296891,switch,adolescent,-0.38226512906240373
1,3,15.25,2,10,1,1,0,0,2,20,726.5,-0.15553279144099114,-0.8266688747247631,no_switch,adolescent,-0.38226512906240373
1,3,15.25,2,11,1,1,0,0,3,21,744.7,-0.11235387366367253,-0.7423040794223001,no_switch,adolescent,-0.38226512906240373
1,3,15.25,2,12,1,1,0,0,4,22,1361.7,0.940826549970288,-0.6579392841198372,no_switch,adolescent,-0.38226512906240373
1,3,15.25,2,13,1,1,2,0,0,23,691.9,-0.24068844105999676,-0.5735744888173742,switch,adolescent,-0.38226512906240373
1,3,15.25,2,14,1,1,2,0,1,24,741.0,-0.12104590781343451,-0.4892096935149112,no_switch,adolescent,-0.38226512906240373
1,3,15.25,2,15,1,1,2,0,2,25,416.5,-1.1264218347778008,-0.40484489821244823,no_switch,adolescent,-0.38226512906240373
1,3,15.25,2,16,1,1,2,0,3,26,302.1,-1.686822457160408,-0.32048010290998524,no_switch,adolescent,-0.38226512906240373
1,3,15.25,2,17,1,1,2,0,4,27,667.2,-0.30412553605288883,-0.23611530760752222,no_switch,adolescent,-0.38226512906240373
1,3,15.25,2,18,1,1,1,2,0,28,750.0,-0.0999780651630594,-0.15175051230505923,switch,adolescent,-0.38226512906240373
1,3,15.25,2,19,1,1,2,1,0,29,821.4,0.05871594272261119,-0.06738571700259623,switch,adolescent,-0.38226512906240373
1,3,15.25,3,20,1,1,1,2,0,40,1336.8,0.9086203728995337,0.01697907829986676,switch,adolescent,-0.38226512906240373
1,3,15.25,3,21,1,1,2,1,0,41,705.9,-0.20573037106267944,0.10134387360232976,switch,adolescent,-0.38226512906240373
1,3,15.25,3,22,1,1,1,2,0,42,75.0,-4.1182157135124475,0.18570866890479276,switch,adolescent,-0.38226512906240373
1,3,15.25,3,23,1,1,1,2,1,43,1093.3,0.5577193770406335,0.27007346420725575,no_switch,adolescent,-0.38226512906240373
1,3,15.25,3,24,1,1,1,2,2,44,877.6,0.17420779187648486,0.35443825950971874,no_switch,adolescent,-0.38226512906240373
1,3,15.25,3,25,1,1,1,2,3,45,1071.9,0.5232224966913388,0.43880305481218174,no_switch,adolescent,-0.38226512906240373
1,3,15.25,3,26,1,1,2,1,0,46,300.5,-1.6960895134555714,0.5231678501146447,switch,adolescent,-0.38226512906240373
1,3,15.25,3,27,1,1,2,1,1,47,1169.6,0.675445749908017,0.6075326454171077,no_switch,adolescent,-0.38226512906240373
1,3,15.25,3,28,1,1,1,2,0,48,1007.2,0.4145751617656669,0.6918974407195707,switch,adolescent,-0.38226512906240373
1,3,15.25,3,29,1,1,1,2,1,49,196.3,-2.4391588025172406,0.7762622360220337,no_switch,adolescent,-0.38226512906240373
1,3,15.25,4,31,1,1,0,2,0,60,963.2,0.33662439244596754,0.9449918266269597,switch,adolescent,-0.38226512906240373
1,3,15.25,4,32,1,1,0,2,1,61,722.8,-0.16444313194620158,1.0293566219294228,no_switch,adolescent,-0.38226512906240373
1,3,15.25,4,33,1,1,0,2,2,62,821.2,0.05829098267237953,1.1137214172318857,no_switch,adolescent,-0.38226512906240373
1,3,15.25,4,34,1,1,2,0,0,63,394.4,-1.221566065524115,1.1980862125343488,switch,adolescent,-0.38226512906240373
1,3,15.25,4,35,1,1,2,0,1,64,475.1,-0.8966990892660313,1.2824510078368117,no_switch,adolescent,-0.38226512906240373
1,3,15.25,4,36,1,1,2,0,2,65,506.5,-0.7850145073128053,1.3668158031392748,no_switch,adolescent,-0.38226512906240373
