,sub_num,prt,prt_rel_om,leave_thresh,opt_prt_om,gender,age,block,galaxy,switch,planet_n,num_in_gal,planet_n_norm,agez,age_group
0,0,3,1,13.0,2,Male,9.37,1,poor,no_switch,0,0,-1.664088684060028,-1.4145028184780328,child
0,0,4,2,4.5,2,Male,9.37,1,poor,no_switch,1,1,-1.5811026341987668,-1.4145028184780328,child
0,0,5,3,10.5,2,Male,9.37,1,neutral,switch,2,0,-1.4981165843375055,-1.4145028184780328,child
0,0,4,1,20.0,3,Male,9.37,1,neutral,no_switch,3,1,-1.4151305344762444,-1.4145028184780328,child
0,0,4,2,17.0,2,Male,9.37,1,neutral,no_switch,4,2,-1.332144484614983,-1.4145028184780328,child
0,0,7,0,35.0,7,Male,9.37,1,rich,switch,5,0,-1.249158434753722,-1.4145028184780328,child
0,0,6,0,37.0,6,Male,9.37,1,rich,no_switch,6,1,-1.1661723848924606,-1.4145028184780328,child
0,0,5,-1,44.0,6,Male,9.37,1,rich,no_switch,7,2,-1.0831863350311994,-1.4145028184780328,child
0,0,2,0,63.0,2,Male,9.37,1,poor,switch,8,0,-1.000200285169938,-1.4145028184780328,child
0,0,2,0,63.5,2,Male,9.37,2,poor,no_switch,10,2,-0.8342281854474157,-1.4145028184780328,child
0,0,3,1,11.5,2,Male,9.37,2,poor,no_switch,11,3,-0.7512421355861545,-1.4145028184780328,child
0,0,2,0,64.5,2,Male,9.37,2,poor,no_switch,12,4,-0.6682560857248933,-1.4145028184780328,child
0,0,7,1,27.5,6,Male,9.37,2,rich,switch,13,0,-0.585270035863632,-1.4145028184780328,child
0,0,6,0,34.5,6,Male,9.37,2,rich,no_switch,14,1,-0.5022839860023708,-1.4145028184780328,child
0,0,5,-1,47.5,6,Male,9.37,2,rich,no_switch,15,2,-0.4192979361411095,-1.4145028184780328,child
0,0,6,1,32.0,5,Male,9.37,2,rich,no_switch,16,3,-0.33631188627984826,-1.4145028184780328,child
0,0,6,0,41.0,6,Male,9.37,2,rich,no_switch,17,4,-0.253325836418587,-1.4145028184780328,child
0,0,3,1,35.0,2,Male,9.37,2,neutral,switch,18,0,-0.17033978655732582,-1.4145028184780328,child
0,0,2,0,74.5,2,Male,9.37,3,neutral,switch,20,0,-0.004367686834803347,-1.4145028184780328,child
0,0,5,0,41.0,5,Male,9.37,3,rich,switch,21,0,0.07861836302645789,-1.4145028184780328,child
0,0,2,0,70.5,2,Male,9.37,3,neutral,switch,22,0,0.16160441288771912,-1.4145028184780328,child
0,0,2,0,79.0,2,Male,9.37,3,neutral,no_switch,23,1,0.24459046274898036,-1.4145028184780328,child
0,0,2,0,74.0,2,Male,9.37,3,neutral,no_switch,24,2,0.32757651261024157,-1.4145028184780328,child
0,0,3,1,42.0,2,Male,9.37,3,neutral,no_switch,25,3,0.4105625624715028,-1.4145028184780328,child
0,0,6,0,39.0,6,Male,9.37,3,rich,switch,26,0,0.49354861233276404,-1.4145028184780328,child
0,0,5,-1,47.5,6,Male,9.37,3,rich,no_switch,27,1,0.5765346621940253,-1.4145028184780328,child
0,0,3,1,43.0,2,Male,9.37,3,neutral,switch,28,0,0.6595207120552865,-1.4145028184780328,child
0,0,3,1,41.0,2,Male,9.37,3,neutral,no_switch,29,1,0.7425067619165477,-1.4145028184780328,child
0,0,2,0,59.5,2,Male,9.37,4,poor,switch,31,0,0.9084788616390702,-1.4145028184780328,child
0,0,2,0,70.5,2,Male,9.37,4,poor,no_switch,32,1,0.9914649115003314,-1.4145028184780328,child
0,0,2,0,59.5,2,Male,9.37,4,poor,no_switch,33,2,1.0744509613615927,-1.4145028184780328,child
0,0,5,0,43.0,5,Male,9.37,4,rich,switch,34,0,1.157437011222854,-1.4145028184780328,child
0,0,6,-1,50.5,7,Male,9.37,4,rich,no_switch,35,1,1.2404230610841152,-1.4145028184780328,child
0,0,5,-1,52.5,6,Male,9.37,4,rich,no_switch,36,2,1.3234091109453765,-1.4145028184780328,child
0,0,5,-1,54.0,6,Male,9.37,4,rich,no_switch,37,3,1.4063951608066376,-1.4145028184780328,child
0,0,5,-1,49.0,6,Male,9.37,4,rich,no_switch,38,4,1.489381210667899,-1.4145028184780328,child
0,0,4,-2,56.5,6,Male,9.37,4,rich,no_switch,39,5,1.57236726052916,-1.4145028184780328,child
0,0,2,0,54.5,2,Male,9.37,4,poor,switch,40,0,1.6553533103904214,-1.4145028184780328,child
0,1,3,1,13.0,2,Female,14.47,1,poor,no_switch,0,0,-1.6473053825791313,-0.4600061205978693,adolescent
0,1,3,1,17.0,2,Female,14.47,1,poor,no_switch,1,1,-1.5504050659568294,-0.4600061205978693,adolescent
0,1,6,4,6.0,2,Female,14.47,1,neutral,switch,2,0,-1.4535047493345277,-0.4600061205978693,adolescent
0,1,3,0,43.5,3,Female,14.47,1,neutral,no_switch,3,1,-1.3566044327122257,-0.4600061205978693,adolescent
0,1,4,1,23.5,3,Female,14.47,1,neutral,no_switch,4,2,-1.259704116089924,-0.4600061205978693,adolescent
0,1,9,3,16.0,6,Female,14.47,1,rich,switch,5,0,-1.1628037994676221,-0.4600061205978693,adolescent
0,1,7,1,31.0,6,Female,14.47,1,rich,no_switch,6,1,-1.0659034828453202,-0.4600061205978693,adolescent
0,1,8,2,25.5,6,Female,14.47,1,rich,no_switch,7,2,-0.9690031662230184,-0.4600061205978693,adolescent
0,1,2,0,60.5,2,Female,14.47,2,poor,no_switch,9,1,-0.7752025329784147,-0.4600061205978693,adolescent
0,1,3,1,8.0,2,Female,14.47,2,poor,no_switch,10,2,-0.6783022163561129,-0.4600061205978693,adolescent
0,1,2,0,63.5,2,Female,14.47,2,poor,no_switch,11,3,-0.5814018997338111,-0.4600061205978693,adolescent
0,1,8,3,19.0,5,Female,14.47,2,rich,switch,12,0,-0.4845015831115092,-0.4600061205978693,adolescent
0,1,8,3,19.5,5,Female,14.47,2,rich,no_switch,13,1,-0.38760126648920734,-0.4600061205978693,adolescent
0,1,7,1,25.5,6,Female,14.47,2,rich,no_switch,14,2,-0.29070094986690553,-0.4600061205978693,adolescent
0,1,8,2,23.0,6,Female,14.47,2,rich,no_switch,15,3,-0.19380063324460367,-0.4600061205978693,adolescent
0,1,9,2,23.5,7,Female,14.47,2,rich,no_switch,16,4,-0.09690031662230184,-0.4600061205978693,adolescent
0,1,4,2,19.5,2,Female,14.47,3,neutral,no_switch,18,1,0.09690031662230184,-0.4600061205978693,adolescent
0,1,8,2,27.0,6,Female,14.47,3,rich,switch,19,0,0.19380063324460367,-0.4600061205978693,adolescent
0,1,4,2,22.5,2,Female,14.47,3,neutral,switch,20,0,0.29070094986690553,-0.4600061205978693,adolescent
0,1,4,2,23.0,2,Female,14.47,3,neutral,no_switch,21,1,0.38760126648920734,-0.4600061205978693,adolescent
0,1,4,2,20.5,2,Female,14.47,3,neutral,no_switch,22,2,0.4845015831115092,-0.4600061205978693,adolescent
0,1,4,2,19.5,2,Female,14.47,3,neutral,no_switch,23,3,0.5814018997338111,-0.4600061205978693,adolescent
0,1,9,3,24.0,6,Female,14.47,3,rich,switch,24,0,0.6783022163561129,-0.4600061205978693,adolescent
0,1,6,1,29.0,5,Female,14.47,3,rich,no_switch,25,1,0.7752025329784147,-0.4600061205978693,adolescent
0,1,2,0,56.5,2,Female,14.47,4,poor,switch,27,0,0.9690031662230184,-0.4600061205978693,adolescent
0,1,2,0,57.0,2,Female,14.47,4,poor,no_switch,28,1,1.0659034828453202,-0.4600061205978693,adolescent
0,1,2,0,61.0,2,Female,14.47,4,poor,no_switch,29,2,1.1628037994676221,-0.4600061205978693,adolescent
0,1,7,1,28.5,6,Female,14.47,4,rich,switch,30,0,1.259704116089924,-0.4600061205978693,adolescent
0,1,8,3,22.0,5,Female,14.47,4,rich,no_switch,31,1,1.3566044327122257,-0.4600061205978693,adolescent
0,1,10,5,19.0,5,Female,14.47,4,rich,no_switch,32,2,1.4535047493345277,-0.4600061205978693,adolescent
0,1,6,1,32.5,5,Female,14.47,4,rich,no_switch,33,3,1.5504050659568294,-0.4600061205978693,adolescent
0,1,9,3,21.5,6,Female,14.47,4,rich,no_switch,34,4,1.6473053825791313,-0.4600061205978693,adolescent
0,3,2,0,62.0,2,Male,15.25,1,poor,no_switch,0,0,-1.660573281590847,-0.31402427268678557,adolescent
0,3,3,1,9.0,2,Male,15.25,1,poor,no_switch,1,1,-1.5754746508168007,-0.31402427268678557,adolescent
0,3,4,2,16.5,2,Male,15.25,1,neutral,switch,2,0,-1.4903760200427545,-0.31402427268678557,adolescent
0,3,4,1,15.5,3,Male,15.25,1,neutral,no_switch,3,1,-1.4052773892687083,-0.31402427268678557,adolescent
0,3,4,1,19.5,3,Male,15.25,1,neutral,no_switch,4,2,-1.3201787584946623,-0.31402427268678557,adolescent
0,3,6,0,38.0,6,Male,15.25,1,rich,switch,5,0,-1.235080127720616,-0.31402427268678557,adolescent
0,3,6,0,33.5,6,Male,15.25,1,rich,no_switch,6,1,-1.1499814969465698,-0.31402427268678557,adolescent
0,3,5,-2,51.5,7,Male,15.25,1,rich,no_switch,7,2,-1.0648828661725236,-0.31402427268678557,adolescent
0,3,6,4,0.0,2,Male,15.25,1,poor,switch,8,0,-0.9797842353984775,-0.31402427268678557,adolescent
0,3,4,2,3.0,2,Male,15.25,2,poor,no_switch,10,2,-0.8095869738503851,-0.31402427268678557,adolescent
0,3,3,1,11.0,2,Male,15.25,2,poor,no_switch,11,3,-0.7244883430763389,-0.31402427268678557,adolescent
0,3,4,2,1.0,2,Male,15.25,2,poor,no_switch,12,4,-0.6393897123022928,-0.31402427268678557,adolescent
0,3,4,-3,57.5,7,Male,15.25,2,rich,switch,13,0,-0.5542910815282466,-0.31402427268678557,adolescent
0,3,4,-2,61.0,6,Male,15.25,2,rich,no_switch,14,1,-0.4691924507542004,-0.31402427268678557,adolescent
0,3,4,-1,50.5,5,Male,15.25,2,rich,no_switch,15,2,-0.38409381998015424,-0.31402427268678557,adolescent
0,3,4,-2,54.0,6,Male,15.25,2,rich,no_switch,16,3,-0.29899518920610807,-0.31402427268678557,adolescent
0,3,4,-3,59.0,7,Male,15.25,2,rich,no_switch,17,4,-0.2138965584320619,-0.31402427268678557,adolescent
0,3,4,1,23.5,3,Male,15.25,2,neutral,switch,18,0,-0.12879792765801573,-0.31402427268678557,adolescent
0,3,5,3,9.0,2,Male,15.25,3,neutral,switch,20,0,0.04139933389007663,-0.31402427268678557,adolescent
0,3,3,-3,74.5,6,Male,15.25,3,rich,switch,21,0,0.1264979646641228,-0.31402427268678557,adolescent
0,3,3,1,42.0,2,Male,15.25,3,neutral,switch,22,0,0.21159659543816897,-0.31402427268678557,adolescent
0,3,4,2,18.5,2,Male,15.25,3,neutral,no_switch,23,1,0.29669522621221517,-0.31402427268678557,adolescent
0,3,4,2,19.0,2,Male,15.25,3,neutral,no_switch,24,2,0.38179385698626134,-0.31402427268678557,adolescent
0,3,4,2,23.0,2,Male,15.25,3,neutral,no_switch,25,3,0.4668924877603075,-0.31402427268678557,adolescent
0,3,4,-2,55.0,6,Male,15.25,3,rich,switch,26,0,0.5519911185343537,-0.31402427268678557,adolescent
0,3,5,-2,61.0,7,Male,15.25,3,rich,no_switch,27,1,0.6370897493083999,-0.31402427268678557,adolescent
0,3,3,1,33.0,2,Male,15.25,3,neutral,switch,28,0,0.722188380082446,-0.31402427268678557,adolescent
0,3,3,1,37.0,2,Male,15.25,3,neutral,no_switch,29,1,0.8072870108564922,-0.31402427268678557,adolescent
0,3,3,1,16.0,2,Male,15.25,4,poor,switch,31,0,0.9774842724045846,-0.31402427268678557,adolescent
0,3,3,1,9.5,2,Male,15.25,4,poor,no_switch,32,1,1.0625829031786307,-0.31402427268678557,adolescent
0,3,3,1,15.5,2,Male,15.25,4,poor,no_switch,33,2,1.147681533952677,-0.31402427268678557,adolescent
0,3,5,-1,45.5,6,Male,15.25,4,rich,switch,34,0,1.2327801647267231,-0.31402427268678557,adolescent
0,3,5,-1,47.5,6,Male,15.25,4,rich,no_switch,35,1,1.3178787955007694,-0.31402427268678557,adolescent
0,3,5,-1,43.5,6,Male,15.25,4,rich,no_switch,36,2,1.4029774262748154,-0.31402427268678557,adolescent
0,3,5,-2,57.0,7,Male,15.25,4,rich,no_switch,37,3,1.4880760570488616,-0.31402427268678557,adolescent
0,3,4,-1,51.5,5,Male,15.25,4,rich,no_switch,38,4,1.5731746878229078,-0.31402427268678557,adolescent
0,3,5,-1,44.5,6,Male,15.25,4,rich,no_switch,39,5,1.658273318596954,-0.31402427268678557,adolescent
0,4,7,5,0.0,2,Male,20.4,1,poor,no_switch,0,0,-1.6327948266191763,0.6498302359569084,adult
0,4,4,2,2.5,2,Male,20.4,1,poor,no_switch,1,1,-1.5203319176428556,0.6498302359569084,adult
0,4,7,4,2.5,3,Male,20.4,1,neutral,switch,2,0,-1.4078690086665346,0.6498302359569084,adult
0,4,6,3,5.0,3,Male,20.4,1,neutral,no_switch,3,1,-1.295406099690214,0.6498302359569084,adult
0,4,5,2,10.5,3,Male,20.4,1,neutral,no_switch,4,2,-1.1829431907138932,0.6498302359569084,adult
0,4,11,4,13.0,7,Male,20.4,1,rich,switch,5,0,-1.0704802817375723,0.6498302359569084,adult
0,4,10,3,15.5,7,Male,20.4,1,rich,no_switch,6,1,-0.9580173727612514,0.6498302359569084,adult
0,4,2,0,59.0,2,Male,20.4,2,poor,switch,8,0,-0.7330915548086099,0.6498302359569084,adult
0,4,3,1,12.0,2,Male,20.4,2,poor,no_switch,9,1,-0.620628645832289,0.6498302359569084,adult
0,4,3,1,13.5,2,Male,20.4,2,poor,no_switch,10,2,-0.5081657368559682,0.6498302359569084,adult
0,4,9,2,20.5,7,Male,20.4,2,rich,switch,11,0,-0.3957028278796474,0.6498302359569084,adult
0,4,8,2,23.5,6,Male,20.4,2,rich,no_switch,12,1,-0.28323991890332656,0.6498302359569084,adult
0,4,7,1,29.5,6,Male,20.4,2,rich,no_switch,13,2,-0.17077700992700576,0.6498302359569084,adult
0,4,5,2,9.0,3,Male,20.4,3,neutral,switch,15,0,0.05414880802563589,0.6498302359569084,adult
0,4,7,1,25.0,6,Male,20.4,3,rich,switch,16,0,0.1666117170019567,0.6498302359569084,adult
0,4,6,4,4.0,2,Male,20.4,3,neutral,switch,17,0,0.27907462597827754,0.6498302359569084,adult
0,4,4,2,17.5,2,Male,20.4,3,neutral,no_switch,18,1,0.39153753495459837,0.6498302359569084,adult
0,4,4,2,20.0,2,Male,20.4,3,neutral,no_switch,19,2,0.5040004439309191,0.6498302359569084,adult
0,4,4,1,21.0,3,Male,20.4,3,neutral,no_switch,20,3,0.61646335290724,0.6498302359569084,adult
0,4,10,2,23.0,8,Male,20.4,3,rich,switch,21,0,0.7289262618835608,0.6498302359569084,adult
0,4,2,0,60.5,2,Male,20.4,4,poor,switch,23,0,0.9538520798362025,0.6498302359569084,adult
0,4,2,0,68.5,2,Male,20.4,4,poor,no_switch,24,1,1.0663149888125232,0.6498302359569084,adult
0,4,2,0,63.5,2,Male,20.4,4,poor,no_switch,25,2,1.1787778977888441,0.6498302359569084,adult
0,4,11,4,19.0,7,Male,20.4,4,rich,switch,26,0,1.2912408067651648,0.6498302359569084,adult
0,4,9,2,23.5,7,Male,20.4,4,rich,no_switch,27,1,1.4037037157414858,0.6498302359569084,adult
0,4,10,4,14.5,6,Male,20.4,4,rich,no_switch,28,2,1.5161666247178065,0.6498302359569084,adult
0,4,9,3,22.5,6,Male,20.4,4,rich,no_switch,29,3,1.6286295336941274,0.6498302359569084,adult
0,5,2,0,61.5,2,Male,25.0,1,poor,no_switch,0,0,-1.6559693280956727,1.5107488262017617,adult
0,5,3,1,14.5,2,Male,25.0,1,poor,no_switch,1,1,-1.5787284379342135,1.5107488262017617,adult
0,5,3,1,40.5,2,Male,25.0,1,neutral,switch,2,0,-1.5014875477727545,1.5107488262017617,adult
0,5,3,1,35.0,2,Male,25.0,1,neutral,no_switch,3,1,-1.4242466576112953,1.5107488262017617,adult
0,5,3,1,42.5,2,Male,25.0,1,neutral,no_switch,4,2,-1.3470057674498361,1.5107488262017617,adult
0,5,3,-2,66.0,5,Male,25.0,1,rich,switch,5,0,-1.269764877288377,1.5107488262017617,adult
0,5,3,-3,73.0,6,Male,25.0,1,rich,no_switch,6,1,-1.1925239871269178,1.5107488262017617,adult
0,5,5,-2,54.5,7,Male,25.0,1,rich,no_switch,7,2,-1.1152830969654588,1.5107488262017617,adult
0,5,2,0,58.5,2,Male,25.0,1,poor,switch,8,0,-1.0380422068039996,1.5107488262017617,adult
0,5,2,0,58.0,2,Male,25.0,1,poor,no_switch,9,1,-0.9608013166425404,1.5107488262017617,adult
0,5,2,0,63.0,2,Male,25.0,1,poor,no_switch,10,2,-0.8835604264810814,1.5107488262017617,adult
0,5,2,0,64.0,2,Male,25.0,1,poor,no_switch,11,3,-0.8063195363196222,1.5107488262017617,adult
0,5,2,0,58.0,2,Male,25.0,2,poor,no_switch,13,5,-0.6518377559967039,1.5107488262017617,adult
0,5,2,0,57.0,2,Male,25.0,2,poor,no_switch,14,6,-0.5745968658352447,1.5107488262017617,adult
0,5,2,0,57.0,2,Male,25.0,2,poor,no_switch,15,7,-0.4973559756737856,1.5107488262017617,adult
0,5,7,1,31.5,6,Male,25.0,2,rich,switch,16,0,-0.42011508551232646,1.5107488262017617,adult
0,5,6,1,28.5,5,Male,25.0,2,rich,no_switch,17,1,-0.34287419535086733,1.5107488262017617,adult
0,5,8,2,26.5,6,Male,25.0,2,rich,no_switch,18,2,-0.26563330518940814,1.5107488262017617,adult
0,5,6,0,39.5,6,Male,25.0,2,rich,no_switch,19,3,-0.188392415027949,1.5107488262017617,adult
0,5,5,0,43.5,5,Male,25.0,2,rich,no_switch,20,4,-0.11115152486648988,1.5107488262017617,adult
0,5,3,1,40.5,2,Male,25.0,2,neutral,switch,21,0,-0.03391063470503074,1.5107488262017617,adult
0,5,3,1,37.5,2,Male,25.0,3,neutral,switch,23,0,0.12057114561788755,1.5107488262017617,adult
0,5,4,-2,56.5,6,Male,25.0,3,rich,switch,24,0,0.1978120357793467,1.5107488262017617,adult
0,5,3,1,38.0,2,Male,25.0,3,neutral,switch,25,0,0.2750529259408058,1.5107488262017617,adult
0,5,3,1,32.5,2,Male,25.0,3,neutral,no_switch,26,1,0.35229381610226496,1.5107488262017617,adult
0,5,3,1,29.5,2,Male,25.0,3,neutral,no_switch,27,2,0.42953470626372414,1.5107488262017617,adult
0,5,3,1,38.5,2,Male,25.0,3,neutral,no_switch,28,3,0.5067755964251832,1.5107488262017617,adult
0,5,5,-1,41.0,6,Male,25.0,3,rich,switch,29,0,0.5840164865866424,1.5107488262017617,adult
0,5,5,0,40.0,5,Male,25.0,3,rich,no_switch,30,1,0.6612573767481016,1.5107488262017617,adult
0,5,3,1,36.5,2,Male,25.0,3,neutral,switch,31,0,0.7384982669095607,1.5107488262017617,adult
0,5,3,1,42.0,2,Male,25.0,3,neutral,no_switch,32,1,0.8157391570710198,1.5107488262017617,adult
0,5,2,0,57.5,2,Male,25.0,4,poor,switch,34,0,0.9702209373939381,1.5107488262017617,adult
0,5,2,0,53.5,2,Male,25.0,4,poor,no_switch,35,1,1.0474618275553973,1.5107488262017617,adult
0,5,2,0,64.5,2,Male,25.0,4,poor,no_switch,36,2,1.1247027177168565,1.5107488262017617,adult
0,5,3,-2,61.5,5,Male,25.0,4,rich,switch,37,0,1.2019436078783154,1.5107488262017617,adult
0,5,6,-1,45.5,7,Male,25.0,4,rich,no_switch,38,1,1.2791844980397746,1.5107488262017617,adult
0,5,6,0,36.5,6,Male,25.0,4,rich,no_switch,39,2,1.3564253882012338,1.5107488262017617,adult
0,5,7,0,36.5,7,Male,25.0,4,rich,no_switch,40,3,1.433666278362693,1.5107488262017617,adult
0,5,4,-2,62.5,6,Male,25.0,4,rich,no_switch,41,4,1.5109071685241522,1.5107488262017617,adult
0,5,3,-2,63.5,5,Male,25.0,4,rich,no_switch,42,5,1.5881480586856112,1.5107488262017617,adult
0,5,2,0,59.5,2,Male,25.0,4,poor,switch,43,0,1.6653889488470703,1.5107488262017617,adult
0,7,3,1,13.5,2,Male,18.57,1,poor,no_switch,0,0,-1.658093052803927,0.30733436201167363,adult
0,7,2,0,55.0,2,Male,18.57,1,poor,no_switch,1,1,-1.5790421325272201,0.30733436201167363,adult
0,7,4,1,22.0,3,Male,18.57,1,neutral,switch,2,0,-1.4999912122505132,0.30733436201167363,adult
0,7,3,0,40.0,3,Male,18.57,1,neutral,no_switch,3,1,-1.4209402919738063,0.30733436201167363,adult
0,7,2,0,76.0,2,Male,18.57,1,neutral,no_switch,4,2,-1.3418893716970994,0.30733436201167363,adult
0,7,5,0,44.0,5,Male,18.57,1,rich,switch,5,0,-1.2628384514203925,0.30733436201167363,adult
0,7,5,-1,46.5,6,Male,18.57,1,rich,no_switch,6,1,-1.1837875311436856,0.30733436201167363,adult
0,7,7,1,33.5,6,Male,18.57,1,rich,no_switch,7,2,-1.1047366108669787,0.30733436201167363,adult
0,7,2,0,54.5,2,Male,18.57,1,poor,switch,8,0,-1.0256856905902718,0.30733436201167363,adult
0,7,2,0,61.5,2,Male,18.57,1,poor,no_switch,9,1,-0.946634770313565,0.30733436201167363,adult
0,7,2,0,60.0,2,Male,18.57,1,poor,no_switch,10,2,-0.8675838500368581,0.30733436201167363,adult
0,7,2,0,62.0,2,Male,18.57,2,poor,no_switch,12,4,-0.7094820094834444,0.30733436201167363,adult
0,7,2,0,54.5,2,Male,18.57,2,poor,no_switch,13,5,-0.6304310892067375,0.30733436201167363,adult
0,7,2,0,56.5,2,Male,18.57,2,poor,no_switch,14,6,-0.5513801689300306,0.30733436201167363,adult
0,7,6,-1,49.0,7,Male,18.57,2,rich,switch,15,0,-0.47232924865332376,0.30733436201167363,adult
0,7,5,0,40.5,5,Male,18.57,2,rich,no_switch,16,1,-0.39327832837661686,0.30733436201167363,adult
0,7,4,-1,50.5,5,Male,18.57,2,rich,no_switch,17,2,-0.31422740809990996,0.30733436201167363,adult
0,7,4,-1,51.0,5,Male,18.57,2,rich,no_switch,18,3,-0.23517648782320308,0.30733436201167363,adult
0,7,5,-1,47.5,6,Male,18.57,2,rich,no_switch,19,4,-0.1561255675464962,0.30733436201167363,adult
0,7,2,0,73.0,2,Male,18.57,2,neutral,switch,20,0,-0.07707464726978933,0.30733436201167363,adult
0,7,2,0,69.0,2,Male,18.57,3,neutral,switch,22,0,0.08102719328362444,0.30733436201167363,adult
0,7,5,-2,53.5,7,Male,18.57,3,rich,switch,23,0,0.16007811356033133,0.30733436201167363,adult
0,7,3,1,37.5,2,Male,18.57,3,neutral,switch,24,0,0.2391290338370382,0.30733436201167363,adult
0,7,3,1,46.0,2,Male,18.57,3,neutral,no_switch,25,1,0.3181799541137451,0.30733436201167363,adult
0,7,2,0,71.5,2,Male,18.57,3,neutral,no_switch,26,2,0.39723087439045196,0.30733436201167363,adult
0,7,2,0,70.0,2,Male,18.57,3,neutral,no_switch,27,3,0.47628179466715886,0.30733436201167363,adult
0,7,4,-3,60.0,7,Male,18.57,3,rich,switch,28,0,0.5553327149438657,0.30733436201167363,adult
0,7,5,-1,47.0,6,Male,18.57,3,rich,no_switch,29,1,0.6343836352205726,0.30733436201167363,adult
0,7,2,0,69.5,2,Male,18.57,3,neutral,switch,30,0,0.7134345554972795,0.30733436201167363,adult
0,7,2,0,70.5,2,Male,18.57,3,neutral,no_switch,31,1,0.7924854757739864,0.30733436201167363,adult
0,7,2,0,62.5,2,Male,18.57,4,poor,switch,33,0,0.9505873163274001,0.30733436201167363,adult
0,7,3,1,16.0,2,Male,18.57,4,poor,no_switch,34,1,1.029638236604107,0.30733436201167363,adult
0,7,2,0,59.0,2,Male,18.57,4,poor,no_switch,35,2,1.108689156880814,0.30733436201167363,adult
0,7,4,-1,54.5,5,Male,18.57,4,rich,switch,36,0,1.1877400771575208,0.30733436201167363,adult
0,7,5,-1,51.5,6,Male,18.57,4,rich,no_switch,37,1,1.2667909974342277,0.30733436201167363,adult
0,7,5,0,47.5,5,Male,18.57,4,rich,no_switch,38,2,1.3458419177109346,0.30733436201167363,adult
0,7,5,-2,60.0,7,Male,18.57,4,rich,no_switch,39,3,1.4248928379876415,0.30733436201167363,adult
0,7,5,0,45.0,5,Male,18.57,4,rich,no_switch,40,4,1.5039437582643482,0.30733436201167363,adult
0,7,4,-1,56.0,5,Male,18.57,4,rich,no_switch,41,5,1.5829946785410551,0.30733436201167363,adult
0,7,2,0,63.0,2,Male,18.57,4,poor,switch,42,0,1.662045598817762,0.30733436201167363,adult
0,8,3,1,10.5,2,male,8.29,1,poor,no_switch,0,0,-1.61650591722633,-1.6166315309703025,child
0,8,4,2,2.0,2,male,8.29,1,poor,no_switch,1,1,-1.4962301793374662,-1.6166315309703025,child
0,8,5,3,8.0,2,male,8.29,1,neutral,switch,2,0,-1.3759544414486022,-1.6166315309703025,child
0,8,6,3,5.5,3,male,8.29,1,neutral,no_switch,3,1,-1.2556787035597385,-1.6166315309703025,child
0,8,5,2,9.5,3,male,8.29,1,neutral,no_switch,4,2,-1.1354029656708746,-1.6166315309703025,child
0,8,10,4,14.0,6,male,8.29,1,rich,switch,5,0,-1.0151272277820107,-1.6166315309703025,child
0,8,10,3,21.0,7,male,8.29,1,rich,no_switch,6,1,-0.8948514898931469,-1.6166315309703025,child
0,8,6,4,0.0,2,male,8.29,2,poor,switch,8,0,-0.6543000141154193,-1.6166315309703025,child
0,8,4,2,3.0,2,male,8.29,2,poor,no_switch,9,1,-0.5340242762265554,-1.6166315309703025,child
0,8,5,3,0.5,2,male,8.29,2,poor,no_switch,10,2,-0.41374853833769154,-1.6166315309703025,child
0,8,4,-3,59.5,7,male,8.29,2,rich,switch,11,0,-0.29347280044882773,-1.6166315309703025,child
0,8,11,4,17.0,7,male,8.29,2,rich,no_switch,12,1,-0.17319706255996387,-1.6166315309703025,child
0,8,12,6,12.0,6,male,8.29,2,rich,no_switch,13,2,-0.05292132467110003,-1.6166315309703025,child
0,8,5,3,9.0,2,male,8.29,3,neutral,switch,15,0,0.18763015110662765,-1.6166315309703025,child
0,8,12,7,9.5,5,male,8.29,3,rich,switch,16,0,0.3079058889954915,-1.6166315309703025,child
0,8,6,4,4.0,2,male,8.29,3,neutral,switch,17,0,0.42818162688435535,-1.6166315309703025,child
0,8,6,4,4.5,2,male,8.29,3,neutral,no_switch,18,1,0.5484573647732192,-1.6166315309703025,child
0,8,6,4,4.5,2,male,8.29,3,neutral,no_switch,19,2,0.668733102662083,-1.6166315309703025,child
0,8,6,4,4.5,2,male,8.29,3,neutral,no_switch,20,3,0.7890088405509469,-1.6166315309703025,child
0,8,4,2,1.0,2,male,8.29,4,poor,switch,22,0,1.0295603163286746,-1.6166315309703025,child
0,8,5,3,0.5,2,male,8.29,4,poor,no_switch,23,1,1.1498360542175383,-1.6166315309703025,child
0,8,5,3,0.5,2,male,8.29,4,poor,no_switch,24,2,1.2701117921064022,-1.6166315309703025,child
0,8,3,-4,77.5,7,male,8.29,4,rich,switch,25,0,1.3903875299952662,-1.6166315309703025,child
0,8,13,6,10.0,7,male,8.29,4,rich,no_switch,26,1,1.5106632678841299,-1.6166315309703025,child
0,8,12,6,9.0,6,male,8.29,4,rich,no_switch,27,2,1.6309390057729938,-1.6166315309703025,child
0,9,3,1,10.5,2,Female,22.22,1,poor,no_switch,0,0,-1.6427065863658767,0.9904545477494373,adult
0,9,4,2,3.5,2,Female,22.22,1,poor,no_switch,1,1,-1.5370780032070954,0.9904545477494373,adult
0,9,6,3,4.5,3,Female,22.22,1,neutral,switch,2,0,-1.4314494200483139,0.9904545477494373,adult
0,9,5,2,9.5,3,Female,22.22,1,neutral,no_switch,3,1,-1.3258208368895326,0.9904545477494373,adult
