,sub_num,prt,prt_rel_om,leave_thresh,opt_prt_om,gender,age,block,galaxy,switch,planet_n,num_in_gal,planet_n_norm,agez,age_group
0,154,12,5,10.0,7,Female,15.71,1,rich,switch,5,0,-1.1987122450846512,-0.22793241366230013,adolescent
0,154,9,3,19.5,6,Female,15.71,1,rich,no_switch,6,1,-1.1067117567485831,-0.22793241366230013,adolescent
0,154,8,2,26.5,6,Female,15.71,1,rich,no_switch,7,2,-1.0147112684125152,-0.22793241366230013,adolescent
0,154,3,1,7.5,2,Female,15.71,2,poor,no_switch,9,1,-0.8307102917403791,-0.22793241366230013,adolescent
0,154,4,2,2.0,2,Female,15.71,2,poor,no_switch,10,2,-0.7387098034043111,-0.22793241366230013,adolescent
0,154,2,0,61.0,2,Female,15.71,2,poor,no_switch,11,3,-0.646709315068243,-0.22793241366230013,adolescent
0,154,6,1,28.5,5,Female,15.71,2,rich,switch,12,0,-0.554708826732175,-0.22793241366230013,adolescent
0,154,7,0,36.5,7,Female,15.71,2,rich,no_switch,13,1,-0.462708338396107,-0.22793241366230013,adolescent
0,154,6,-1,41.5,7,Female,15.71,2,rich,no_switch,14,2,-0.370707850060039,-0.22793241366230013,adolescent
0,154,9,3,26.0,6,Female,15.71,2,rich,no_switch,15,3,-0.2787073617239709,-0.22793241366230013,adolescent
0,154,8,3,16.5,5,Female,15.71,2,rich,no_switch,16,4,-0.18670687338790293,-0.22793241366230013,adolescent
0,154,4,2,15.0,2,Female,15.71,3,neutral,no_switch,18,1,-0.0027058967157668604,-0.22793241366230013,adolescent
0,154,6,1,31.5,5,Female,15.71,3,rich,switch,19,0,0.08929459162030116,-0.22793241366230013,adolescent
0,154,3,1,40.5,2,Female,15.71,3,neutral,switch,20,0,0.1812950799563692,-0.22793241366230013,adolescent
0,154,5,3,9.5,2,Female,15.71,3,neutral,no_switch,21,1,0.27329556829243723,-0.22793241366230013,adolescent
0,154,2,0,83.0,2,Female,15.71,3,neutral,no_switch,22,2,0.36529605662850523,-0.22793241366230013,adolescent
0,154,3,1,32.5,2,Female,15.71,3,neutral,no_switch,23,3,0.4572965449645733,-0.22793241366230013,adolescent
0,154,6,1,33.5,5,Female,15.71,3,rich,switch,24,0,0.5492970333006413,-0.22793241366230013,adolescent
0,154,4,-2,57.5,6,Female,15.71,3,rich,no_switch,25,1,0.6412975216367094,-0.22793241366230013,adolescent
0,154,3,1,36.5,2,Female,15.71,3,neutral,switch,26,0,0.7332980099727774,-0.22793241366230013,adolescent
0,154,3,1,40.0,2,Female,15.71,3,neutral,no_switch,27,1,0.8252984983088454,-0.22793241366230013,adolescent
0,154,2,0,56.0,2,Female,15.71,4,poor,switch,29,0,1.0092994749809814,-0.22793241366230013,adolescent
0,154,3,1,8.5,2,Female,15.71,4,poor,no_switch,30,1,1.1012999633170495,-0.22793241366230013,adolescent
0,154,3,1,13.0,2,Female,15.71,4,poor,no_switch,31,2,1.1933004516531176,-0.22793241366230013,adolescent
0,154,8,2,23.5,6,Female,15.71,4,rich,switch,32,0,1.2853009399891855,-0.22793241366230013,adolescent
0,154,6,-1,42.0,7,Female,15.71,4,rich,no_switch,33,1,1.3773014283252536,-0.22793241366230013,adolescent
0,154,4,-2,54.5,6,Female,15.71,4,rich,no_switch,34,2,1.4693019166613215,-0.22793241366230013,adolescent
0,154,7,1,31.0,6,Female,15.71,4,rich,no_switch,35,3,1.5613024049973896,-0.22793241366230013,adolescent
0,154,8,1,30.5,7,Female,15.71,4,rich,no_switch,36,4,1.6533028933334577,-0.22793241366230013,adolescent
0,155,5,3,0.5,2,Female,16.75,1,poor,no_switch,0,0,-1.625972706853999,-0.033289949780855234,adolescent
0,155,5,3,0.5,2,Female,16.75,1,poor,no_switch,1,1,-1.5095118518176245,-0.033289949780855234,adolescent
0,155,5,2,7.5,3,Female,16.75,1,neutral,switch,2,0,-1.3930509967812499,-0.033289949780855234,adolescent
0,155,5,2,6.0,3,Female,16.75,1,neutral,no_switch,3,1,-1.2765901417448753,-0.033289949780855234,adolescent
0,155,7,4,2.5,3,Female,16.75,1,neutral,no_switch,4,2,-1.1601292867085007,-0.033289949780855234,adolescent
0,155,10,3,15.5,7,Female,16.75,1,rich,switch,5,0,-1.043668431672126,-0.033289949780855234,adolescent
0,155,13,7,9.0,6,Female,16.75,1,rich,no_switch,6,1,-0.9272075766357516,-0.033289949780855234,adolescent
0,155,3,1,9.0,2,Female,16.75,2,poor,switch,8,0,-0.6942858665630024,-0.033289949780855234,adolescent
0,155,3,1,9.5,2,Female,16.75,2,poor,no_switch,9,1,-0.5778250115266278,-0.033289949780855234,adolescent
0,155,3,1,7.0,2,Female,16.75,2,poor,no_switch,10,2,-0.4613641564902532,-0.033289949780855234,adolescent
0,155,12,4,14.0,8,Female,16.75,2,rich,switch,11,0,-0.3449033014538786,-0.033289949780855234,adolescent
0,155,10,3,13.5,7,Female,16.75,2,rich,no_switch,12,1,-0.22844244641750402,-0.033289949780855234,adolescent
0,155,11,4,11.5,7,Female,16.75,2,rich,no_switch,13,2,-0.11198159138112943,-0.033289949780855234,adolescent
0,155,4,2,12.5,2,Female,16.75,3,neutral,switch,15,0,0.12094011869161975,-0.033289949780855234,adolescent
0,155,11,5,11.0,6,Female,16.75,3,rich,switch,16,0,0.23740097372799435,-0.033289949780855234,adolescent
0,155,5,3,9.0,2,Female,16.75,3,neutral,switch,17,0,0.35386182876436895,-0.033289949780855234,adolescent
0,155,5,2,10.0,3,Female,16.75,3,neutral,no_switch,18,1,0.47032268380074355,-0.033289949780855234,adolescent
0,155,6,3,7.0,3,Female,16.75,3,neutral,no_switch,19,2,0.5867835388371181,-0.033289949780855234,adolescent
0,155,6,4,5.5,2,Female,16.75,3,neutral,no_switch,20,3,0.7032443938734927,-0.033289949780855234,adolescent
0,155,11,5,11.5,6,Female,16.75,3,rich,switch,21,0,0.8197052489098673,-0.033289949780855234,adolescent
0,155,3,1,16.5,2,Female,16.75,4,poor,switch,23,0,1.0526269589826165,-0.033289949780855234,adolescent
0,155,4,2,2.5,2,Female,16.75,4,poor,no_switch,24,1,1.169087814018991,-0.033289949780855234,adolescent
0,155,3,1,13.0,2,Female,16.75,4,poor,no_switch,25,2,1.2855486690553657,-0.033289949780855234,adolescent
0,155,11,5,10.0,6,Female,16.75,4,rich,switch,26,0,1.4020095240917403,-0.033289949780855234,adolescent
0,155,11,5,9.5,6,Female,16.75,4,rich,no_switch,27,1,1.5184703791281149,-0.033289949780855234,adolescent
0,155,13,7,6.5,6,Female,16.75,4,rich,no_switch,28,2,1.6349312341644895,-0.033289949780855234,adolescent
0,157,3,1,12.0,2,male,8.28,1,poor,no_switch,0,0,-1.6570886505930373,-1.6185030931230087,child
0,157,3,1,18.5,2,male,8.28,1,poor,no_switch,1,1,-1.5697457641781773,-1.6185030931230087,child
0,157,3,1,33.5,2,male,8.28,1,neutral,switch,2,0,-1.4824028777633174,-1.6185030931230087,child
0,157,3,1,32.5,2,male,8.28,1,neutral,no_switch,3,1,-1.3950599913484576,-1.6185030931230087,child
0,157,4,2,15.5,2,male,8.28,1,neutral,no_switch,4,2,-1.3077171049335976,-1.6185030931230087,child
0,157,10,3,19.0,7,male,8.28,1,rich,switch,5,0,-1.2203742185187376,-1.6185030931230087,child
0,157,7,1,31.5,6,male,8.28,1,rich,no_switch,6,1,-1.1330313321038776,-1.6185030931230087,child
0,157,6,1,35.5,5,male,8.28,1,rich,no_switch,7,2,-1.0456884456890176,-1.6185030931230087,child
0,157,2,0,60.5,2,male,8.28,1,poor,switch,8,0,-0.9583455592741578,-1.6185030931230087,child
0,157,2,0,62.5,2,male,8.28,2,poor,no_switch,10,2,-0.7836597864444378,-1.6185030931230087,child
0,157,2,0,58.0,2,male,8.28,2,poor,no_switch,11,3,-0.6963169000295779,-1.6185030931230087,child
0,157,2,0,59.0,2,male,8.28,2,poor,no_switch,12,4,-0.6089740136147179,-1.6185030931230087,child
0,157,6,0,40.0,6,male,8.28,2,rich,switch,13,0,-0.5216311271998579,-1.6185030931230087,child
0,157,5,-1,46.0,6,male,8.28,2,rich,no_switch,14,1,-0.434288240784998,-1.6185030931230087,child
0,157,6,1,34.5,5,male,8.28,2,rich,no_switch,15,2,-0.34694535437013807,-1.6185030931230087,child
0,157,6,-1,46.5,7,male,8.28,2,rich,no_switch,16,3,-0.25960246795527814,-1.6185030931230087,child
0,157,5,-1,49.0,6,male,8.28,2,rich,no_switch,17,4,-0.17225958154041818,-1.6185030931230087,child
0,157,4,2,15.5,2,male,8.28,2,neutral,switch,18,0,-0.08491669512555822,-1.6185030931230087,child
0,157,3,1,43.5,2,male,8.28,3,neutral,switch,20,0,0.08976907770416169,-1.6185030931230087,child
0,157,7,1,33.5,6,male,8.28,3,rich,switch,21,0,0.17711196411902164,-1.6185030931230087,child
0,157,3,1,41.5,2,male,8.28,3,neutral,switch,22,0,0.26445485053388157,-1.6185030931230087,child
0,157,4,2,20.5,2,male,8.28,3,neutral,no_switch,23,1,0.35179773694874156,-1.6185030931230087,child
0,157,3,1,38.5,2,male,8.28,3,neutral,no_switch,24,2,0.4391406233636015,-1.6185030931230087,child
0,157,3,1,28.0,2,male,8.28,3,neutral,no_switch,25,3,0.5264835097784615,-1.6185030931230087,child
0,157,6,1,32.0,5,male,8.28,3,rich,switch,26,0,0.6138263961933214,-1.6185030931230087,child
0,157,3,-3,68.0,6,male,8.28,3,rich,no_switch,27,1,0.7011692826081813,-1.6185030931230087,child
0,157,3,1,36.5,2,male,8.28,3,neutral,switch,28,0,0.7885121690230413,-1.6185030931230087,child
0,157,3,1,32.0,2,male,8.28,3,neutral,no_switch,29,1,0.8758550554379012,-1.6185030931230087,child
0,157,2,0,63.0,2,male,8.28,4,poor,switch,31,0,1.0505408282676212,-1.6185030931230087,child
0,157,2,0,60.5,2,male,8.28,4,poor,no_switch,32,1,1.1378837146824812,-1.6185030931230087,child
0,157,2,0,57.5,2,male,8.28,4,poor,no_switch,33,2,1.2252266010973412,-1.6185030931230087,child
0,157,6,0,35.5,6,male,8.28,4,rich,switch,34,0,1.312569487512201,-1.6185030931230087,child
0,157,10,3,21.5,7,male,8.28,4,rich,no_switch,35,1,1.399912373927061,-1.6185030931230087,child
0,157,8,2,25.5,6,male,8.28,4,rich,no_switch,36,2,1.487255260341921,-1.6185030931230087,child
0,157,6,0,43.5,6,male,8.28,4,rich,no_switch,37,3,1.574598146756781,-1.6185030931230087,child
0,157,6,0,39.5,6,male,8.28,4,rich,no_switch,38,4,1.6619410331716409,-1.6185030931230087,child
0,160,4,2,2.5,2,female,14.75,1,poor,no_switch,0,0,-1.6090476717073148,-0.4076023803220957,adolescent
0,160,5,3,0.0,2,female,14.75,1,poor,no_switch,1,1,-1.4840730952640282,-0.4076023803220957,adolescent
0,160,4,1,16.0,3,female,14.75,1,neutral,switch,2,0,-1.3590985188207416,-0.4076023803220957,adolescent
0,160,3,0,41.5,3,female,14.75,1,neutral,no_switch,3,1,-1.234123942377455,-0.4076023803220957,adolescent
0,160,9,6,0.5,3,female,14.75,1,neutral,no_switch,4,2,-1.1091493659341685,-0.4076023803220957,adolescent
0,160,7,0,33.5,7,female,14.75,1,rich,switch,5,0,-0.9841747894908819,-0.4076023803220957,adolescent
0,160,4,-2,59.0,6,female,14.75,1,rich,no_switch,6,1,-0.8592002130475953,-0.4076023803220957,adolescent
0,160,3,1,10.0,2,female,14.75,2,poor,switch,8,0,-0.609251060161022,-0.4076023803220957,adolescent
0,160,4,2,2.0,2,female,14.75,2,poor,no_switch,9,1,-0.4842764837177355,-0.4076023803220957,adolescent
0,160,4,2,4.5,2,female,14.75,2,poor,no_switch,10,2,-0.35930190727444894,-0.4076023803220957,adolescent
0,160,20,12,1.0,8,female,14.75,2,rich,switch,11,0,-0.23432733083116233,-0.4076023803220957,adolescent
0,160,4,-2,56.5,6,female,14.75,2,rich,no_switch,12,1,-0.10935275438787576,-0.4076023803220957,adolescent
0,160,8,2,24.5,6,female,14.75,2,rich,no_switch,13,2,0.015621822055410822,-0.4076023803220957,adolescent
0,160,7,5,3.5,2,female,14.75,3,neutral,switch,15,0,0.265570974941984,-0.4076023803220957,adolescent
0,160,10,4,12.5,6,female,14.75,3,rich,switch,16,0,0.3905455513852706,-0.4076023803220957,adolescent
0,160,7,5,3.0,2,female,14.75,3,neutral,switch,17,0,0.5155201278285572,-0.4076023803220957,adolescent
0,160,7,4,2.0,3,female,14.75,3,neutral,no_switch,18,1,0.6404947042718437,-0.4076023803220957,adolescent
0,160,7,4,1.5,3,female,14.75,3,neutral,no_switch,19,2,0.7654692807151303,-0.4076023803220957,adolescent
0,160,6,3,3.5,3,female,14.75,3,neutral,no_switch,20,3,0.8904438571584169,-0.4076023803220957,adolescent
0,160,4,2,2.5,2,female,14.75,4,poor,switch,22,0,1.1403930100449902,-0.4076023803220957,adolescent
0,160,4,2,2.0,2,female,14.75,4,poor,no_switch,23,1,1.2653675864882767,-0.4076023803220957,adolescent
0,160,4,2,2.0,2,female,14.75,4,poor,no_switch,24,2,1.3903421629315633,-0.4076023803220957,adolescent
0,160,19,13,2.5,6,female,14.75,4,rich,switch,25,0,1.51531673937485,-0.4076023803220957,adolescent
0,160,16,8,4.5,8,female,14.75,4,rich,no_switch,26,1,1.6402913158181365,-0.4076023803220957,adolescent
0,161,6,4,0.0,2,female,15.54,1,poor,no_switch,0,0,-1.6910850902944472,-0.2597489702583059,adolescent
0,161,7,5,0.0,2,female,15.54,1,poor,no_switch,1,1,-1.6194963517589345,-0.2597489702583059,adolescent
0,161,8,5,1.5,3,female,15.54,1,neutral,switch,2,0,-1.5479076132234215,-0.2597489702583059,adolescent
0,161,7,4,2.0,3,female,15.54,1,neutral,no_switch,3,1,-1.4763188746879088,-0.2597489702583059,adolescent
0,161,2,-1,79.0,3,female,15.54,1,neutral,no_switch,4,2,-1.404730136152396,-0.2597489702583059,adolescent
0,161,5,-3,51.0,8,female,15.54,1,rich,switch,5,0,-1.333141397616883,-0.2597489702583059,adolescent
0,161,3,-4,74.5,7,female,15.54,1,rich,no_switch,6,1,-1.2615526590813704,-0.2597489702583059,adolescent
0,161,1,-1,50.0,2,female,15.54,2,poor,switch,8,0,-1.1183751820103447,-0.2597489702583059,adolescent
0,161,4,2,3.5,2,female,15.54,2,poor,no_switch,9,1,-1.046786443474832,-0.2597489702583059,adolescent
0,161,1,-1,52.5,2,female,15.54,2,poor,no_switch,10,2,-0.9751977049393191,-0.2597489702583059,adolescent
0,161,3,-4,87.0,7,female,15.54,2,rich,switch,11,0,-0.9036089664038063,-0.2597489702583059,adolescent
0,161,2,-4,89.5,6,female,15.54,2,rich,no_switch,12,1,-0.8320202278682934,-0.2597489702583059,adolescent
0,161,1,-6,51.0,7,female,15.54,2,rich,no_switch,13,2,-0.7604314893327806,-0.2597489702583059,adolescent
0,161,1,-6,49.0,7,female,15.54,2,rich,no_switch,14,3,-0.6888427507972679,-0.2597489702583059,adolescent
0,161,1,-6,48.5,7,female,15.54,2,rich,no_switch,15,4,-0.617254012261755,-0.2597489702583059,adolescent
0,161,2,0,72.5,2,female,15.54,2,neutral,switch,16,0,-0.5456652737262422,-0.2597489702583059,adolescent
0,161,1,-6,53.0,7,female,15.54,2,rich,switch,17,0,-0.4740765351907294,-0.2597489702583059,adolescent
0,161,2,-5,85.5,7,female,15.54,2,rich,no_switch,18,1,-0.40248779665521656,-0.2597489702583059,adolescent
0,161,1,-1,50.5,2,female,15.54,2,poor,switch,19,0,-0.33089905811970377,-0.2597489702583059,adolescent
0,161,1,-1,53.0,2,female,15.54,2,poor,no_switch,20,1,-0.25931031958419093,-0.2597489702583059,adolescent
0,161,3,1,14.0,2,female,15.54,2,poor,no_switch,21,2,-0.18772158104867814,-0.2597489702583059,adolescent
0,161,1,-2,49.5,3,female,15.54,3,neutral,switch,23,0,-0.044544103977652516,-0.2597489702583059,adolescent
0,161,1,-5,50.0,6,female,15.54,3,rich,switch,24,0,0.0270446345578603,-0.2597489702583059,adolescent
0,161,2,-1,78.5,3,female,15.54,3,neutral,switch,25,0,0.09863337309337311,-0.2597489702583059,adolescent
0,161,2,-1,81.5,3,female,15.54,3,neutral,no_switch,26,1,0.17022211162888592,-0.2597489702583059,adolescent
0,161,1,-2,51.5,3,female,15.54,3,neutral,no_switch,27,2,0.24181085016439874,-0.2597489702583059,adolescent
0,161,1,-2,46.5,3,female,15.54,3,neutral,no_switch,28,3,0.3133995886999116,-0.2597489702583059,adolescent
0,161,4,-5,67.5,9,female,15.54,3,rich,switch,29,0,0.38498832723542437,-0.2597489702583059,adolescent
0,161,1,-6,47.5,7,female,15.54,3,rich,no_switch,30,1,0.4565770657709372,-0.2597489702583059,adolescent
0,161,1,-1,54.5,2,female,15.54,3,neutral,switch,31,0,0.52816580430645,-0.2597489702583059,adolescent
0,161,3,1,33.5,2,female,15.54,3,neutral,no_switch,32,1,0.5997545428419628,-0.2597489702583059,adolescent
0,161,2,-4,82.5,6,female,15.54,3,rich,switch,33,0,0.6713432813774757,-0.2597489702583059,adolescent
0,161,2,-5,89.0,7,female,15.54,3,rich,no_switch,34,1,0.7429320199129884,-0.2597489702583059,adolescent
0,161,3,-4,78.5,7,female,15.54,3,rich,no_switch,35,2,0.8145207584485012,-0.2597489702583059,adolescent
0,161,4,2,1.5,2,female,15.54,4,poor,switch,37,0,0.9576982355195269,-0.2597489702583059,adolescent
0,161,2,0,63.0,2,female,15.54,4,poor,no_switch,38,1,1.0292869740550397,-0.2597489702583059,adolescent
0,161,3,1,8.5,2,female,15.54,4,poor,no_switch,39,2,1.1008757125905526,-0.2597489702583059,adolescent
0,161,2,-4,90.5,6,female,15.54,4,rich,switch,40,0,1.1724644511260653,-0.2597489702583059,adolescent
0,161,1,-5,48.0,6,female,15.54,4,rich,no_switch,41,1,1.244053189661578,-0.2597489702583059,adolescent
0,161,4,-3,64.0,7,female,15.54,4,rich,no_switch,42,2,1.315641928197091,-0.2597489702583059,adolescent
0,161,1,-5,50.5,6,female,15.54,4,rich,no_switch,43,3,1.3872306667326038,-0.2597489702583059,adolescent
0,161,3,-3,67.0,6,female,15.54,4,rich,no_switch,44,4,1.4588194052681165,-0.2597489702583059,adolescent
0,161,1,-6,44.5,7,female,15.54,4,rich,no_switch,45,5,1.5304081438036294,-0.2597489702583059,adolescent
0,161,3,1,9.5,2,female,15.54,4,poor,switch,46,0,1.6019968823391422,-0.2597489702583059,adolescent
0,161,1,-1,48.5,2,female,15.54,4,poor,no_switch,47,1,1.6735856208746551,-0.2597489702583059,adolescent
0,162,3,1,10.5,2,Female,23.31,1,poor,no_switch,0,0,-1.6467251844981474,1.1944548223944134,adult
0,162,2,0,57.0,2,Female,23.31,1,poor,no_switch,1,1,-1.5549405020834965,1.1944548223944134,adult
0,162,4,2,19.5,2,Female,23.31,1,neutral,switch,2,0,-1.4631558196688457,1.1944548223944134,adult
0,162,4,1,22.0,3,Female,23.31,1,neutral,no_switch,3,1,-1.3713711372541948,1.1944548223944134,adult
0,162,3,1,30.0,2,Female,23.31,1,neutral,no_switch,4,2,-1.279586454839544,1.1944548223944134,adult
0,162,8,2,24.0,6,Female,23.31,1,rich,switch,5,0,-1.1878017724248933,1.1944548223944134,adult
0,162,8,2,23.0,6,Female,23.31,1,rich,no_switch,6,1,-1.0960170900102424,1.1944548223944134,adult
0,162,8,2,20.5,6,Female,23.31,1,rich,no_switch,7,2,-1.0042324075955915,1.1944548223944134,adult
0,162,2,0,64.5,2,Female,23.31,1,poor,switch,8,0,-0.9124477251809406,1.1944548223944134,adult
0,162,2,0,59.5,2,Female,23.31,2,poor,no_switch,10,2,-0.728878360351639,1.1944548223944134,adult
0,162,2,0,57.0,2,Female,23.31,2,poor,no_switch,11,3,-0.6370936779369881,1.1944548223944134,adult
0,162,2,0,56.5,2,Female,23.31,2,poor,no_switch,12,4,-0.5453089955223374,1.1944548223944134,adult
0,162,1,-6,50.5,7,Female,23.31,2,rich,switch,13,0,-0.4535243131076865,1.1944548223944134,adult
0,162,6,1,32.5,5,Female,23.31,2,rich,no_switch,14,1,-0.36173963069303566,1.1944548223944134,adult
0,162,8,2,21.5,6,Female,23.31,2,rich,no_switch,15,2,-0.26995494827838484,1.1944548223944134,adult
0,162,9,2,22.5,7,Female,23.31,2,rich,no_switch,16,3,-0.178170265863734,1.1944548223944134,adult
0,162,8,2,23.0,6,Female,23.31,2,rich,no_switch,17,4,-0.08638558344908316,1.1944548223944134,adult
0,162,3,1,27.0,2,Female,23.31,2,neutral,switch,18,0,0.005399098965567677,1.1944548223944134,adult
0,162,3,1,35.5,2,Female,23.31,3,neutral,switch,20,0,0.18896846379486934,1.1944548223944134,adult
0,162,10,3,20.0,7,Female,23.31,3,rich,switch,21,0,0.2807531462095202,1.1944548223944134,adult
0,162,4,2,20.5,2,Female,23.31,3,neutral,switch,22,0,0.372537828624171,1.1944548223944134,adult
0,162,3,1,29.0,2,Female,23.31,3,neutral,no_switch,23,1,0.46432251103882183,1.1944548223944134,adult
0,162,4,2,27.5,2,Female,23.31,3,neutral,no_switch,24,2,0.5561071934534727,1.1944548223944134,adult
0,162,4,2,19.0,2,Female,23.31,3,neutral,no_switch,25,3,0.6478918758681235,1.1944548223944134,adult
0,162,8,3,24.5,5,Female,23.31,3,rich,switch,26,0,0.7396765582827743,1.1944548223944134,adult
0,162,8,2,23.5,6,Female,23.31,3,rich,no_switch,27,1,0.8314612406974252,1.1944548223944134,adult
0,162,3,1,12.0,2,Female,23.31,4,poor,switch,29,0,1.0150306055267269,1.1944548223944134,adult
0,162,2,0,62.0,2,Female,23.31,4,poor,no_switch,30,1,1.1068152879413777,1.1944548223944134,adult
0,162,2,0,60.5,2,Female,23.31,4,poor,no_switch,31,2,1.1985999703560286,1.1944548223944134,adult
0,162,7,2,24.0,5,Female,23.31,4,rich,switch,32,0,1.2903846527706793,1.1944548223944134,adult
0,162,5,0,36.5,5,Female,23.31,4,rich,no_switch,33,1,1.3821693351853301,1.1944548223944134,adult
0,162,9,2,26.0,7,Female,23.31,4,rich,no_switch,34,2,1.473954017599981,1.1944548223944134,adult
0,162,8,3,22.5,5,Female,23.31,4,rich,no_switch,35,3,1.565738700014632,1.1944548223944134,adult
0,162,9,3,24.0,6,Female,23.31,4,rich,no_switch,36,4,1.6575233824292828,1.1944548223944134,adult
0,163,4,2,2.0,2,Male,21.51,1,poor,no_switch,0,0,-1.685114533312896,0.8575736349072974,adult
0,163,3,1,10.5,2,Male,21.51,1,poor,no_switch,1,1,-1.622835957810216,0.8575736349072974,adult
0,163,3,0,34.5,3,Male,21.51,1,neutral,switch,2,0,-1.5605573823075363,0.8575736349072974,adult
0,163,3,1,29.5,2,Male,21.51,1,neutral,no_switch,3,1,-1.4982788068048565,0.8575736349072974,adult
0,163,2,0,68.0,2,Male,21.51,1,neutral,no_switch,4,2,-1.4360002313021765,0.8575736349072974,adult
0,163,7,0,32.0,7,Male,21.51,1,rich,switch,5,0,-1.3737216557994967,0.8575736349072974,adult
0,163,2,-4,92.5,6,Male,21.51,1,rich,no_switch,6,1,-1.3114430802968167,0.8575736349072974,adult
0,163,3,-3,59.0,6,Male,21.51,1,rich,no_switch,7,2,-1.2491645047941369,0.8575736349072974,adult
0,163,2,0,57.5,2,Male,21.51,1,poor,switch,8,0,-1.1868859292914569,0.8575736349072974,adult
0,163,2,0,62.5,2,Male,21.51,1,poor,no_switch,9,1,-1.124607353788777,0.8575736349072974,adult
0,163,2,0,60.5,2,Male,21.51,1,poor,no_switch,10,2,-1.0623287782860973,0.8575736349072974,adult
0,163,2,0,56.0,2,Male,21.51,2,poor,no_switch,12,4,-0.9377716272807374,0.8575736349072974,adult
0,163,1,-1,44.0,2,Male,21.51,2,poor,no_switch,13,5,-0.8754930517780576,0.8575736349072974,adult
0,163,1,-1,46.5,2,Male,21.51,2,poor,no_switch,14,6,-0.8132144762753777,0.8575736349072974,adult
0,163,2,-5,96.5,7,Male,21.51,2,rich,switch,15,0,-0.7509359007726978,0.8575736349072974,adult
0,163,2,-4,95.0,6,Male,21.51,2,rich,no_switch,16,1,-0.6886573252700179,0.8575736349072974,adult
0,163,2,-5,94.0,7,Male,21.51,2,rich,no_switch,17,2,-0.626378749767338,0.8575736349072974,adult
0,163,1,-6,51.5,7,Male,21.51,2,rich,no_switch,18,3,-0.5641001742646581,0.8575736349072974,adult
0,163,2,-5,84.0,7,Male,21.51,2,rich,no_switch,19,4,-0.5018215987619782,0.8575736349072974,adult
0,163,2,0,73.5,2,Male,21.51,2,neutral,switch,20,0,-0.43954302325929834,0.8575736349072974,adult
0,163,2,-5,89.0,7,Male,21.51,2,rich,switch,21,0,-0.37726444775661844,0.8575736349072974,adult
0,163,2,-4,78.0,6,Male,21.51,2,rich,no_switch,22,1,-0.3149858722539386,0.8575736349072974,adult
0,163,2,0,64.5,2,Male,21.51,2,poor,switch,23,0,-0.2527072967512587,0.8575736349072974,adult
0,163,2,0,57.5,2,Male,21.51,2,poor,no_switch,24,1,-0.19042872124857882,0.8575736349072974,adult
0,163,1,-1,49.0,2,Male,21.51,2,poor,no_switch,25,2,-0.12815014574589892,0.8575736349072974,adult
0,163,1,-2,50.5,3,Male,21.51,3,neutral,switch,27,0,-0.003592994740539156,0.8575736349072974,adult
0,163,2,-6,93.5,8,Male,21.51,3,rich,switch,28,0,0.05868558076214073,0.8575736349072974,adult
0,163,2,0,76.0,2,Male,21.51,3,neutral,switch,29,0,0.12096415626482061,0.8575736349072974,adult
0,163,1,-1,51.0,2,Male,21.51,3,neutral,no_switch,30,1,0.1832427317675005,0.8575736349072974,adult
0,163,2,0,75.0,2,Male,21.51,3,neutral,no_switch,31,2,0.24552130727018037,0.8575736349072974,adult
0,163,2,0,75.0,2,Male,21.51,3,neutral,no_switch,32,3,0.30779988277286024,0.8575736349072974,adult
0,163,1,-6,52.0,7,Male,21.51,3,rich,switch,33,0,0.37007845827554015,0.8575736349072974,adult
0,163,2,-5,84.5,7,Male,21.51,3,rich,no_switch,34,1,0.43235703377822005,0.8575736349072974,adult
0,163,2,0,72.5,2,Male,21.51,3,neutral,switch,35,0,0.4946356092808999,0.8575736349072974,adult
0,163,2,0,77.5,2,Male,21.51,3,neutral,no_switch,36,1,0.5569141847835798,0.8575736349072974,adult
0,163,2,-4,88.0,6,Male,21.51,3,rich,switch,37,0,0.6191927602862597,0.8575736349072974,adult
0,163,1,-6,45.5,7,Male,21.51,3,rich,no_switch,38,1,0.6814713357889396,0.8575736349072974,adult
0,163,2,-4,87.5,6,Male,21.51,3,rich,no_switch,39,2,0.7437499112916195,0.8575736349072974,adult
0,163,2,-5,89.0,7,Male,21.51,3,rich,no_switch,40,3,0.8060284867942993,0.8575736349072974,adult
0,163,2,0,61.5,2,Male,21.51,4,poor,switch,42,0,0.9305856377996591,0.8575736349072974,adult
0,163,2,0,62.0,2,Male,21.51,4,poor,no_switch,43,1,0.992864213302339,0.8575736349072974,adult
0,163,1,-1,50.5,2,Male,21.51,4,poor,no_switch,44,2,1.0551427888050189,0.8575736349072974,adult
0,163,2,-4,86.0,6,Male,21.51,4,rich,switch,45,0,1.1174213643076987,0.8575736349072974,adult
0,163,2,-5,96.0,7,Male,21.51,4,rich,no_switch,46,1,1.1796999398103787,0.8575736349072974,adult
0,163,2,-5,94.5,7,Male,21.51,4,rich,no_switch,47,2,1.2419785153130585,0.8575736349072974,adult
0,163,2,-3,82.0,5,Male,21.51,4,rich,no_switch,48,3,1.3042570908157385,0.8575736349072974,adult
0,163,2,-4,94.5,6,Male,21.51,4,rich,no_switch,49,4,1.3665356663184183,0.8575736349072974,adult
0,163,3,-4,82.0,7,Male,21.51,4,rich,no_switch,50,5,1.4288142418210983,0.8575736349072974,adult
